x,rho
0,0.00160298177159617
1.01010101010101,0.00631107035803109
2.02020202020202,0.0209803784443507
3.03030303030303,0.0433869600612105
4.04040404040404,0.0694304582268932
5.05050505050505,0.0977617271792784
6.06060606060606,0.127729417962414
7.07070707070707,0.159835224970266
8.08080808080808,0.195210374570399
9.09090909090909,0.233366075503509
10.1010101010101,0.273072677654767
11.1111111111111,0.312088330043773
12.1212121212121,0.347803604473317
13.1313131313131,0.377686862177765
14.1414141414141,0.397688675014781
15.1515151515152,0.402094329083332
16.1616161616162,0.389060975178666
17.1717171717172,0.368349978791982
18.1818181818182,0.34915806426138
19.1919191919192,0.338437434157571
20.2020202020202,0.34113122415426
21.2121212121212,0.359168191817087
22.2222222222222,0.387008013976819
23.2323232323232,0.418470358394305
24.2424242424242,0.449030984069374
25.2525252525253,0.477104848927517
26.2626262626263,0.506785618121881
27.2727272727273,0.547534073239711
28.2828282828283,0.607033438370613
29.2929292929293,0.749934153142429
30.3030303030303,1.52357394802308
31.3131313131313,5.04091552328218
32.3232323232323,7.4799702951005
33.3333333333333,7.76742820012123
34.3434343434343,7.73174261055569
35.3535353535354,7.61352985543628
36.3636363636364,7.47549432246154
37.3737373737374,7.28825025408848
38.3838383838384,7.00493072117414
39.3939393939394,6.60748715836723
40.4040404040404,6.08011181060347
41.4141414141414,5.44776974220103
42.4242424242424,5.06339563893624
43.4343434343434,4.86272545769273
44.4444444444444,4.73619368312609
45.4545454545455,4.66179425940471
46.4646464646465,4.60049582959504
47.4747474747475,4.5504239828509
48.4848484848485,4.49935472139352
49.4949494949495,4.44166783855848
50.5050505050505,4.3797685331765
51.5151515151515,4.31405501300061
52.5252525252525,4.24925232390776
53.5353535353535,4.20942899302461
54.5454545454545,4.25670415155905
55.5555555555556,4.66509346166479
56.5656565656566,5.60347960459259
57.5757575757576,6.21755252758043
58.5858585858586,5.912150602646
59.5959595959596,4.87236361329289
60.6060606060606,3.87180954251247
61.6161616161616,3.19864512724629
62.6262626262626,2.81688321179341
63.6363636363636,2.5868851085475
64.6464646464647,2.43199042587879
65.6565656565657,2.31730177253027
66.6666666666667,2.22731049177556
67.6767676767677,2.15529256059754
68.6868686868687,2.09714758468122
69.6969696969697,2.04945153368981
70.7070707070707,2.00965786041052
71.7171717171717,1.9759054072402
72.7272727272727,1.94663247228939
73.7373737373737,1.92065706941185
74.7474747474748,1.89738248411291
75.7575757575758,1.87661487804587
76.7676767676768,1.85817181825831
77.7777777777778,1.84176093911351
78.7878787878788,1.82719682221347
79.7979797979798,1.81458629486712
80.8080808080808,1.80424170156671
81.8181818181818,1.7964730200921
82.8282828282828,1.79159793252207
83.8383838383838,1.79000346400873
84.8484848484848,1.79197815947748
85.8585858585859,1.79755759918905
86.8686868686869,1.80675493965148
87.8787878787879,1.81994133347185
88.8888888888889,1.83755114736084
89.8989898989899,1.85977427314627
90.9090909090909,1.88656229338281
91.9191919191919,1.91850484441606
92.9292929292929,1.95693157517639
93.9393939393939,2.00440093228049
94.9494949494949,2.0638213770134
95.959595959596,2.13594375829001
96.969696969697,2.23598723073095
97.979797979798,2.36256944790045
98.989898989899,2.46138305734893
100,2.08496039355319
